gene_name,TCGA-35-5375-01A,TCGA-55-A4DF-01A,TCGA-95-8039-01A,TCGA-MP-A4T4-01A,TCGA-62-A471-01A,TCGA-L9-A5IP-01A,TCGA-50-5936-01A,TCGA-49-AARR-01A,TCGA-78-8662-01A,TCGA-05-4430-01A,TCGA-44-7659-01A,TCGA-44-6146-01A,TCGA-L9-A50W-01A,TCGA-75-7025-01A,TCGA-05-4424-01A,TCGA-62-A46P-01A,TCGA-38-4627-01A,TCGA-86-8073-01A,TCGA-69-7765-01A,TCGA-44-5645-01B,TCGA-55-6984-01A,TCGA-69-7764-01A,TCGA-NJ-A4YI-01A,TCGA-86-A4P7-01A,TCGA-55-8620-01A,TCGA-97-8177-01A,TCGA-50-6595-01A,TCGA-55-A492-01A,TCGA-78-7633-01A,TCGA-97-A4LX-01A,TCGA-78-7220-01A,TCGA-53-7624-01A,TCGA-49-AARN-01A,TCGA-62-A46R-01A,TCGA-78-7156-01A,TCGA-50-8457-01A,TCGA-91-8496-01A,TCGA-55-8092-01A,TCGA-75-5122-01A,TCGA-NJ-A4YQ-01A,TCGA-50-5072-01A,TCGA-91-6831-01A,TCGA-91-A4BD-01A,TCGA-69-8255-01A,TCGA-69-8253-01A,TCGA-86-A4D0-01A,TCGA-78-8640-01A,TCGA-97-8174-01A,TCGA-55-6987-01A,TCGA-49-6744-01A,TCGA-55-8096-01A,TCGA-J2-8192-01A,TCGA-44-7671-01A,TCGA-44-2662-01B,TCGA-93-A4JN-01A,TCGA-49-AAR9-01A,TCGA-86-A4P8-01A,TCGA-44-5645-01A,TCGA-78-7158-01A,TCGA-80-5611-01A,TCGA-44-4112-01A,TCGA-71-6725-01A,TCGA-44-2656-01A,TCGA-05-5715-01A,TCGA-64-5815-01A,TCGA-55-7816-01A,TCGA-95-7948-01A,TCGA-05-4432-01A,TCGA-99-8033-01A,TCGA-78-7143-01A,TCGA-73-4668-01A,TCGA-44-5644-01A,TCGA-38-4625-01A,TCGA-91-8499-01A,TCGA-86-6851-01A,TCGA-44-6779-01A,TCGA-78-7537-01A,TCGA-05-4434-01A,TCGA-67-3773-01A,TCGA-55-6983-01A,TCGA-05-5425-01A,TCGA-97-A4M2-01A,TCGA-50-5941-01A,TCGA-78-7539-01A,TCGA-67-3771-01A,TCGA-55-8299-01A,TCGA-05-5429-01A,TCGA-93-A4JO-01A,TCGA-44-A47A-01A,TCGA-44-2662-01A,TCGA-86-A4JF-01A,TCGA-05-4402-01A,TCGA-97-8179-01A,TCGA-55-7914-01A,TCGA-49-4490-01A,TCGA-55-8090-01A,TCGA-MP-A4TC-01A,TCGA-64-1681-01A,TCGA-99-AA5R-01A,TCGA-49-4486-01A,TCGA-91-6847-01A,TCGA-05-4249-01A,TCGA-91-A4BC-01A,TCGA-55-7570-01A,TCGA-50-5049-01A,TCGA-86-8672-01A,TCGA-55-7727-01A,TCGA-86-8674-01A,TCGA-53-A4EZ-01A,TCGA-69-7761-01A,TCGA-50-5942-01A,TCGA-69-A59K-01A,TCGA-05-4245-01A,TCGA-44-2666-01A,TCGA-50-5944-01A,TCGA-50-6592-01A,TCGA-62-8395-01A,TCGA-05-4410-01A,TCGA-55-6975-01A,TCGA-73-4662-01A
ADGRL2,14.9182,2.1266,4.7898,2.2917,6.6414,5.7422,9.8618,10.4141,13.3388,6.1393,1.6637,7.3727,2.1412,3.9012,11.6454,3.2868,7.7708,5.5686,5.7191,11.8458,4.584,5.9932,1.4971,12.0033,1.1876,2.9353,9.7314,3.0842,10.7537,3.7923,14.9491,2.0005,2.4261,1.612,11.379,2.701,3.7013,3.0603,2.2376,2.0851,16.838,5.5171,1.8252,7.9425,4.7675,1.5612,1.8248,18.5407,4.1561,6.5275,3.3222,6.9465,5.6536,17.0009,6.5064,13.9006,17.7232,3.9066,2.5753,0.4304,2.6048,2.4979,6.9555,2.7365,6.2916,11.5451,61.3653,3.0688,5.9112,2.8499,3.7894,5.4434,8.7527,9.0333,2.8393,3.276,2.6815,2.8554,2.941,5.5135,4.4557,7.9048,4.7172,2.7564,2.0338,12.1038,1.2567,5.8936,2.8963,2.9644,2.2808,6.3308,9.1972,1.7854,3.4038,3.7179,2.1106,5.1345,16.1647,1.455,27.3835,4.2398,2.7367,1.4313,3.5996,2.7325,4.1762,2.3928,1.7916,4.3224,4.8464,13.1592,2.3139,3.8739,15.3357,8.9244,7.7468,2.1024,10.446,3.4881
ADGRL3,0.0331,0.1482,0.3361,0.3612,0.8791,0.5769,0.1212,1.7108,2.2482,0.7562,0.1541,1.4649,0.0778,0.6305,1.2449,0.0605,0.6463,0.7694,0.4414,2.9018,0.1193,0.0745,2.0842,0.9469,0.862,0.2506,2.3236,0.1572,0.2413,0.0942,0.1578,1.8157,0.3657,0.1526,0.1111,0.4443,0.4842,0.6015,0.2386,0.0333,2.9029,0.2633,0.2613,0.0955,0.4545,0.7158,0.0057,0.3719,0.3122,0.6286,0.2214,2.293,1.0455,1.8456,0.9378,6.3552,2.9926,0.8453,0.079,0.176,1.0088,0.0549,1.4494,0.0757,0.4573,0.7832,0.2185,0.3559,0.1177,1.2257,0.1419,0.0212,0.0358,1.0061,0.0658,0.0884,0.6744,0.1169,0.1102,0.243,0.3041,0.4031,0.1386,0.3935,0.1056,0.2344,0.1152,2.1293,0.1023,0.7736,0.1243,1.1349,0.3668,0.0874,1.1037,0.2034,0.5694,0.3813,3.212,0.1474,9.4576,0.5585,0.0458,9.2386,0.1924,0.0,0.945,0.0609,0.1066,0.2396,0.4359,0.2143,1.2534,0.7111,0.5127,2.1232,0.4539,0.4,0.5205,0.7669
ADGRV1,2.2572,0.9698,0.753,0.2777,3.1955,0.1057,0.3587,2.6012,1.6244,0.3606,3.2484,2.3178,1.8338,1.4297,1.5239,1.9895,0.1289,3.7841,0.2307,58.8059,0.2439,24.1669,9.6443,1.1811,2.3551,1.5326,0.168,3.301,3.8596,0.4285,0.8146,0.4556,0.3289,0.0876,5.5,1.7716,0.6998,0.4272,0.0709,3.8545,0.802,3.0439,1.5979,0.1436,1.2293,6.2839,1.7511,5.3818,1.4908,0.3992,1.0028,2.0877,3.2245,4.7548,2.2225,0.0169,3.1173,17.1754,2.9015,1.1238,1.1734,0.0748,7.8093,0.8032,0.313,0.2925,0.1306,4.4599,1.8981,1.9436,0.0259,5.0007,0.1099,0.4968,0.2976,0.0325,3.2236,0.9482,0.2246,3.0607,2.623,3.5444,0.3304,0.2225,2.5956,1.5478,0.0572,0.7553,4.7602,0.4776,1.0868,1.9466,2.4726,0.1447,0.3701,0.5329,0.6035,1.556,1.0057,2.6131,0.2896,2.7203,4.6341,0.1638,0.3484,0.0391,4.1541,1.3806,0.9851,0.2518,2.8954,0.5319,0.3151,2.4377,1.092,0.1446,22.3366,0.1955,0.1423,3.6179
AFF2,0.0162,1.3539,0.1667,0.1461,1.1714,0.1082,0.0733,0.7654,0.1716,0.337,0.1674,0.3913,1.1995,0.2816,0.8424,0.1057,2.4415,0.6033,0.3652,1.2659,0.4491,0.4127,1.7699,1.4706,0.2072,0.1683,0.2395,1.0186,1.2175,0.4625,1.9286,0.0409,0.2734,0.1983,0.6358,0.2029,0.203,0.3551,0.0721,0.7707,0.4637,0.2383,0.1039,0.0704,0.7165,0.1129,0.1127,1.6961,0.3488,0.7877,2.1834,2.8337,0.9442,0.9861,0.6082,0.166,2.6252,0.3198,0.131,1.5143,1.5343,0.1173,0.5626,1.5773,0.4002,0.3166,0.163,0.4755,0.0385,1.8063,0.4585,0.1043,0.0828,2.268,0.5725,0.2702,0.1867,0.4719,0.1082,0.2656,0.1128,0.6151,0.4928,0.1312,0.8816,0.5159,0.0528,0.5356,1.238,0.054,0.2224,0.5995,1.7029,0.2324,0.2136,13.5003,0.0693,1.7387,1.7638,0.082,3.2356,0.4652,0.1349,0.0912,0.1764,0.0715,1.7854,8.9694,0.0454,0.5791,1.1461,0.9348,0.0652,0.5574,0.3676,0.1045,0.6102,0.1072,0.1907,0.3233
AHNAK,10.6487,58.0297,83.1525,160.5668,43.9927,148.2175,120.5343,197.9306,64.4817,44.9023,89.4834,602.7446,104.1368,161.1868,133.62,11.2067,123.2104,183.2814,122.1932,354.6324,128.4732,83.8821,86.5252,170.7579,48.8759,53.4169,302.804,38.3493,140.0146,120.655,91.4183,471.9744,83.9597,85.8893,226.398,143.2772,29.3518,94.2816,95.1824,110.8872,83.9936,65.5568,36.9561,54.4806,87.6837,11.1532,36.3662,150.9049,66.2802,121.7413,134.665,279.6565,189.265,188.3368,68.973,147.5001,398.5745,311.3553,56.6896,61.8149,31.9246,94.3349,313.3116,56.7786,276.7097,552.638,212.2613,33.0728,136.3473,73.1528,112.8784,47.5541,47.5482,22.4782,111.3264,568.2503,52.4445,108.6826,22.1493,60.7235,29.163,180.7601,126.9475,72.7277,36.3588,156.0354,75.1415,89.8839,48.503,78.3839,44.3043,101.5575,97.0844,76.2011,94.4717,227.8395,253.8342,74.2642,224.0679,21.884,75.9661,61.4564,36.602,41.0706,43.6734,69.3179,104.0483,19.8825,8.3868,217.4554,170.0702,98.1473,39.9751,163.9377,229.2299,74.1498,103.3292,189.6107,161.3382,109.1314
AHNAK2,0.7573,3.1932,7.4518,16.2624,23.4203,55.6768,31.4224,13.2747,0.2715,14.6091,3.3286,23.1796,9.0403,8.1504,4.7394,0.9918,12.5076,76.978,4.0441,2.9542,42.4028,1.7406,29.6399,6.4853,1.0761,2.1921,59.7635,2.8826,0.6387,2.4822,14.8015,34.9772,28.5722,12.444,4.1133,9.9044,0.4904,3.2143,7.4636,22.1019,18.7337,2.1464,0.6485,0.3167,29.4741,0.4639,12.7461,5.9193,1.1929,8.7277,21.1038,35.1113,26.5955,25.3411,3.4195,120.033,3.1561,3.2888,3.3657,6.2631,32.3348,1.7255,16.9875,31.9364,98.9642,24.016,0.663,18.3278,55.1408,5.3413,38.471,0.5745,4.6916,0.18,30.6359,102.5543,1.6642,10.6996,7.6183,6.9574,1.6793,1.9033,10.1985,17.133,26.4929,8.3797,15.6415,3.6041,14.4187,44.7603,1.6722,17.5174,6.0573,30.7953,17.4094,222.1635,39.8772,3.2754,3.9098,8.0017,1.2164,13.0398,0.4461,5.5366,1.2002,27.837,12.4043,50.0261,3.7003,36.4286,3.8472,49.0427,1.6366,45.373,1.5479,66.2862,6.0035,5.0689,55.4355,1.9444
AKAP6,0.4398,0.8061,1.5838,3.9243,0.215,0.2249,1.0979,7.7139,0.5926,0.7846,3.8608,0.6176,1.6273,2.8937,2.0543,0.2576,1.7053,3.1589,0.8445,8.8659,0.3619,1.6002,0.3667,1.1431,0.9105,0.8167,1.2562,0.886,2.0124,1.4191,0.2865,0.2913,2.0921,1.7007,1.9102,1.3239,0.7922,0.1556,1.6839,0.2967,1.0259,0.3538,0.6618,0.1739,0.3455,4.2057,1.8389,1.4068,0.4414,1.0707,1.628,7.0273,2.1126,3.6055,1.3729,0.4214,2.3975,3.126,2.2107,2.3112,0.5179,0.7668,4.8461,1.3951,1.2679,1.6411,0.3731,1.9465,0.4219,1.6663,0.6125,0.1908,0.5491,1.3221,0.5794,1.4419,0.3435,0.9697,0.8261,1.5098,0.3826,1.2531,1.1422,4.4041,2.0216,0.6119,0.5717,1.1309,0.5671,0.9721,0.192,2.1708,3.6573,2.7066,2.7636,1.0732,1.2732,2.8649,1.2468,1.2542,3.7943,0.5999,0.1003,2.5448,0.3639,0.1858,3.3587,0.4881,0.7714,0.5575,2.6186,0.5928,0.8287,1.5855,3.9168,0.3918,1.4825,1.6299,0.4505,2.5088
ALMS1,1.2836,15.6401,6.7324,4.2884,2.8458,4.6439,6.2325,11.5059,4.3213,4.4839,5.7291,7.1831,4.3441,5.3371,17.5701,2.5281,2.4401,5.5014,5.1741,57.1317,3.9955,7.6068,6.0417,4.6226,9.3702,2.7867,4.8379,1.6694,7.8727,4.2296,4.6907,7.1178,5.8104,3.1089,5.6375,4.8402,1.6564,5.2716,3.0179,4.4061,6.5244,14.4831,1.9786,2.9624,3.4986,3.1623,4.5233,5.6959,3.4116,6.3207,3.7701,8.3023,7.2058,38.131,7.3822,6.4962,6.3609,20.9262,5.2372,5.1969,2.5054,5.5755,9.5565,3.7162,3.9276,8.2237,2.8656,5.9697,5.1328,9.7126,7.9708,4.2615,4.2785,11.8649,5.727,4.4254,4.597,4.0152,1.1994,7.2572,5.0466,3.804,4.0551,8.8824,4.541,5.0157,2.1222,5.3948,4.8383,5.6173,5.9447,4.3854,3.3398,7.5367,3.6966,4.0261,5.319,6.1898,4.2844,1.5113,10.6081,6.4975,3.0993,8.7784,2.6874,3.3542,6.3411,4.1052,6.2686,5.0226,6.8508,5.5063,5.7936,7.0933,6.2773,7.7618,7.5472,5.2873,3.9249,7.2146
AMER1,0.5916,3.6275,3.0682,2.2631,2.3122,1.3631,3.7866,2.1099,3.6783,4.4335,2.5921,3.9994,4.9093,2.2895,6.8392,0.862,2.9002,5.3188,3.0544,8.6453,2.8889,3.1909,2.9712,3.1199,6.0997,1.4042,5.1109,0.8132,2.1601,5.1084,2.8467,4.3889,2.8315,2.5401,3.0786,3.2751,1.096,5.2071,2.1893,2.0492,2.348,7.8756,0.8489,3.8931,1.567,5.8532,4.4388,3.5675,3.8138,2.4957,5.6342,6.8541,2.6067,3.6911,2.4602,2.5496,3.2342,6.6051,11.3523,1.5109,1.6508,1.9656,4.0751,1.9724,2.2831,3.7017,4.4179,2.7717,1.735,3.3997,2.3621,3.1214,2.5893,5.049,4.0011,3.6774,1.5407,4.5252,1.6502,3.7134,5.3764,2.4051,1.7794,3.7069,1.6361,3.4177,1.8014,2.3624,4.95,1.8364,2.1492,5.321,3.2117,5.7344,2.2403,1.9335,3.6824,5.342,2.3653,0.6213,4.3818,4.0274,2.5061,3.319,1.7787,1.4772,2.6442,2.4326,4.6079,3.5254,5.2802,2.1756,1.8166,3.2732,3.3325,2.8082,7.5034,2.5415,3.0829,3.7139
AMER3,0.1437,0.0,0.1519,0.0,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,0.1027,0.0,0.0147,0.0414,0.0,0.0251,0.008,0.1767,0.022,0.0144,0.0,0.0,0.0104,0.9434,0.0069,0.0,0.0,0.0,0.0,0.0274,0.0,0.1728,0.1712,0.0,0.0085,0.0,0.0,0.0,0.0,0.0331,0.0,0.0,0.0047,0.0059,0.048,0.0,0.0,0.0,0.0,0.0487,0.0,0.008,0.2463,0.0201,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0681,0.0,0.0495,0.0213,0.0123,0.0052,12.7973,0.0,0.0,0.0159,0.0,0.0067,0.011,0.0,0.0595,0.0,0.0373,0.0,0.0,0.1721,0.0,0.1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.0,0.0,0.0,0.0,0.0088,0.0633,0.0319,0.0,0.0158,0.0226,0.0,0.0309,0.0,0.0139,0.0,1.8716,0.0,0.0151,0.0,0.0,0.0158,0.0192,0.0
ANK1,1.1356,0.4696,0.608,0.4515,0.8053,0.4964,0.5438,0.5608,0.0295,0.1361,0.1997,20.6793,0.3876,0.4937,0.3045,0.0697,0.2493,0.0959,0.3161,0.894,2.8075,0.4565,0.2617,0.3904,18.0015,0.2014,20.6769,0.892,0.2578,0.9944,1.8076,0.4011,2.4519,0.3764,0.2456,0.6161,0.1088,0.2877,0.3172,0.5052,0.5195,0.3681,0.1128,0.1209,5.0498,1.4543,0.1487,1.5828,0.4072,0.3143,0.4249,0.4945,1.1313,0.2727,1.5864,1.2681,0.3885,0.8669,0.1856,0.2006,0.2188,0.0836,0.2815,0.1198,0.8619,0.8699,0.0839,0.2951,0.199,1.0221,0.0312,0.1101,6.9953,4.5074,0.4487,0.14,0.2304,0.843,0.0408,0.643,0.4387,0.5557,0.496,0.3368,0.2736,1.6708,9.3114,0.2599,0.4393,0.1934,0.1668,0.1044,0.215,0.2199,0.195,1.4296,0.6817,0.4702,0.7634,0.4997,1.6204,0.3618,0.2372,0.5194,0.2216,0.1226,0.2557,0.5919,1.7456,2.6456,0.5482,0.2222,0.2124,0.1323,0.0808,0.3086,0.4256,0.245,3.4064,0.4161
ANK2,0.5903,1.4512,1.5649,1.3157,0.0694,0.1239,0.781,3.3906,0.3233,1.353,1.4536,0.811,0.526,2.5925,3.3096,1.607,3.2458,2.3668,1.5431,10.7964,0.3502,1.0977,1.087,1.484,2.2608,1.4677,0.8757,0.6797,0.5955,2.0297,0.572,1.7287,0.7914,0.8653,0.7135,2.7208,0.9441,0.8472,1.592,0.9759,1.9545,0.7325,0.2904,1.2112,0.7211,6.0727,2.0201,4.363,1.1319,1.9333,2.5166,1.8597,1.8988,6.0682,2.9653,0.196,2.8209,5.5021,0.3934,4.3968,0.5998,0.1595,3.2292,0.9695,2.8996,8.6028,0.1472,1.6222,0.4667,1.0908,1.4929,10.0969,1.0787,1.0066,1.1584,1.1327,1.5363,1.4707,1.0157,10.2928,1.2606,1.3071,1.0874,3.098,1.0418,2.7135,0.4005,1.8961,0.9222,1.3156,1.8858,0.935,0.9861,0.6743,0.9701,0.713,0.942,1.3649,1.945,0.1433,0.0786,1.6336,6.3056,0.9665,1.9987,0.5694,1.5542,0.1505,1.4445,1.9774,2.2354,1.2388,15.4618,1.1866,3.2488,1.5585,1.6481,1.4378,1.5624,1.7962
ANKRD30A,0.0,0.0,0.0275,0.0,0.0,0.0,0.0,0.014,0.0209,0.0096,0.0447,0.0,0.0113,0.0,0.0,0.0185,0.0106,0.0102,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0101,0.5799,0.0127,0.0,0.0,0.0,0.0,0.0388,0.0233,0.0178,0.0,0.0,0.0229,0.037,0.0,0.0,0.009,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0,0.0489,0.0067,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.7636,0.0,0.0,0.0,0.0,0.0073
APOB,0.0156,0.3782,0.0251,0.0,0.0,0.0665,0.0088,0.1057,0.2652,0.033,0.0153,0.1019,0.5799,0.0859,0.6353,0.1904,0.0726,0.342,0.126,0.134,0.0313,0.0,6.662,0.0181,0.3043,0.0658,0.0077,0.0,0.2523,0.0622,0.2501,0.3483,0.195,0.0139,0.1172,0.0515,0.0426,0.0122,0.1847,0.0045,0.4597,1.0264,0.0117,225.57,0.1412,0.0167,0.0162,0.0742,0.1367,0.0794,0.0132,0.0616,0.0519,0.7027,0.0959,0.0,0.078,0.0384,0.014,0.2059,0.0239,0.0761,0.0075,0.0,0.0314,0.4561,0.0076,1.4533,2.9542,0.0428,0.0295,1.2154,0.0289,0.0442,0.0092,0.0,0.0318,0.0168,0.0223,0.0452,0.0054,0.0647,0.0374,0.0068,0.7595,0.1239,0.3984,0.0534,0.006,0.0259,0.0042,0.2948,0.0536,0.0291,0.1026,0.0058,0.0205,0.0175,0.0353,0.0556,0.0042,0.0038,0.1178,0.0092,0.0282,0.0,0.2646,0.0057,0.0,0.0226,0.0907,0.1375,0.0255,0.0607,0.2027,48.0093,0.4001,0.0412,0.1165,0.03
ASPM,5.4395,23.3036,4.4259,8.4311,11.0755,11.877,6.195,0.9029,7.5736,2.7125,0.7714,3.1228,1.6426,0.7669,11.2634,0.8471,1.483,14.7257,7.5605,7.0925,5.1765,3.2995,3.8201,3.2079,6.0486,1.4551,21.0574,0.5515,2.1288,4.8397,17.5924,39.2655,4.3623,6.2129,0.8652,0.6961,0.4065,3.6093,5.9913,5.9257,15.1687,17.9405,0.3197,14.0457,2.245,22.0921,8.5648,1.387,5.5145,2.6839,3.3852,2.5092,2.5972,78.0734,9.5988,22.9723,0.9431,4.0893,5.9283,6.7376,5.2829,2.7493,12.86,4.1045,5.0962,3.094,1.5288,5.5643,16.521,12.6658,4.6183,14.088,8.0137,15.7743,5.1636,13.7049,0.7682,6.2501,0.4449,2.5242,3.9965,1.1076,7.0562,1.5077,5.477,6.9949,3.6106,3.5887,8.9428,13.766,3.8664,3.6475,11.249,4.6656,0.9992,3.7858,11.1154,1.4748,1.2016,0.6501,20.4869,1.7265,5.1797,12.7572,3.1204,5.2541,15.7865,3.0053,14.7751,11.9167,0.733,6.1522,2.7307,3.9708,2.9203,26.3586,1.2431,5.42,10.8365,2.7789
ASTN1,0.0377,0.2505,0.0607,0.0452,0.0,0.0201,0.0425,0.1781,0.0231,0.1278,0.111,0.0,0.0125,0.2051,2.6754,0.0716,0.1521,0.09,0.1325,0.1389,0.0302,0.0,0.0,0.0582,0.0377,0.0193,0.0494,0.0711,0.486,0.0501,0.0576,0.0543,0.0604,0.1048,0.3181,0.2074,0.0196,0.0118,0.0186,0.0217,0.0463,0.0,0.0189,0.0132,0.0207,0.0,1.1949,0.5241,0.059,0.2032,3.2388,0.2143,0.1339,0.3446,0.1686,0.0089,0.0786,0.1581,0.015,0.0,0.0899,0.0393,0.036,0.0256,0.0632,17.2516,0.0062,0.0649,0.005,0.0345,0.0476,0.0323,0.066,8.9063,0.0111,0.0149,0.4615,0.0734,0.0598,0.0833,0.1483,0.2282,0.0602,0.0055,0.0602,0.0356,0.0117,0.0313,0.0097,0.0179,0.0472,0.0408,0.0,0.0235,0.089,0.0094,0.0082,0.0394,0.1209,0.0037,0.0268,0.0862,0.019,0.0223,0.0455,0.0,0.0474,0.0093,0.0162,0.0364,0.4289,0.3194,3.651,0.0288,0.1686,0.0385,0.1907,0.0995,0.0402,0.1493
ASTN2,0.7116,4.281,1.5389,1.2766,1.0317,0.929,1.4164,12.6235,0.2436,2.1269,2.9573,0.8431,1.4936,3.7558,1.072,1.9526,2.4672,1.7043,0.7842,8.7673,0.5256,1.7151,1.5134,0.9121,13.2403,1.4454,1.4397,1.4486,1.5026,1.2474,0.4794,1.3161,1.5699,1.0719,1.71,1.7758,1.3403,1.3768,1.0327,1.1313,2.0727,1.2629,1.6062,0.9595,1.2952,2.1775,1.3359,1.5308,0.7473,1.5035,1.3622,3.2955,3.8941,2.2951,1.8712,0.9438,0.9595,5.9049,1.6506,1.2947,1.3891,0.6645,1.1398,1.2626,1.319,1.4955,2.4519,2.3735,0.6564,2.6815,0.7714,2.1501,0.9227,63.3909,0.8683,1.9558,0.9675,1.6641,1.0625,3.7774,0.6585,1.6719,0.9914,2.1812,2.0489,1.0445,1.3993,1.6319,2.0511,0.6893,0.9287,1.7918,0.7516,1.3627,0.9878,1.4407,1.2356,2.4931,0.6391,2.1471,0.9437,1.2362,0.7021,1.8397,0.938,0.307,2.0856,1.9838,0.6239,0.5096,3.1047,0.9115,0.8896,3.613,1.9529,2.0696,2.9329,1.4974,1.0868,1.1465
ASXL3,0.0679,0.231,0.1263,0.157,0.0259,0.0497,0.2009,0.5642,0.0468,0.194,0.1581,0.0762,0.1009,0.4843,0.2411,0.1311,0.221,3.5031,0.3099,2.0925,0.1971,0.0973,0.116,0.1619,9.0485,0.2278,0.1417,0.0436,0.0368,0.1932,0.0518,0.0733,0.1795,0.1364,0.0402,0.2359,0.0596,0.1324,0.0126,0.0634,0.2864,0.3981,0.0638,0.0623,0.0503,0.1405,0.0177,0.3723,0.0607,0.2031,0.1725,0.4056,0.1844,2.0099,0.2607,0.0538,0.3076,0.3525,0.9224,0.0144,1.8103,0.0166,0.2999,0.1035,0.4265,0.0964,0.0249,0.3534,0.0972,0.0408,0.1012,0.167,0.0655,1.3124,0.0926,0.131,0.0755,0.146,0.1292,0.8182,0.0942,0.2024,0.1151,0.0704,0.3385,0.3416,0.0158,0.1372,0.0591,0.1894,0.0546,0.1452,0.0986,0.1055,0.1115,0.0917,0.2671,0.1444,0.1679,0.0353,0.244,0.1163,0.2006,0.0953,0.1316,0.1493,0.1279,0.0625,0.0182,0.0934,1.46,0.0704,0.2832,0.163,0.1564,0.1456,0.1716,0.0746,0.2353,0.1497
ATM,2.5922,9.1099,5.6846,6.7823,6.2259,8.7649,8.4574,6.8517,5.6014,3.917,7.7359,13.6161,6.0698,8.0354,8.0372,4.4087,4.3931,8.1841,7.7061,84.8316,4.2174,6.5527,6.7114,9.7593,5.8371,5.3922,5.8622,2.2982,4.0727,11.2639,8.6727,8.9845,7.2763,6.6662,5.6274,8.0719,2.8021,10.9569,10.8424,9.794,3.9226,7.6996,3.2101,5.2625,4.4317,3.0394,6.154,7.5659,7.4272,4.5823,10.422,12.7904,4.6157,71.1864,9.1624,3.5599,14.42,31.7573,8.2452,5.8554,3.2301,4.9619,33.3824,3.1318,3.6918,17.9564,5.2018,4.2479,4.9536,7.559,5.0767,13.9041,3.4591,12.5719,12.4841,7.2485,4.1596,7.9466,4.6792,7.3454,4.4996,9.2245,7.3071,5.3184,7.3749,9.6537,2.5657,14.3037,11.7575,7.4548,3.5165,4.7774,5.713,10.7771,3.6633,5.1769,8.0216,3.0912,8.2321,1.4879,6.8894,9.1781,8.2235,6.445,4.9932,8.7207,11.252,3.1431,2.5982,10.6234,10.934,8.5441,4.3451,18.4071,5.5068,6.9476,5.06,6.3423,3.9742,3.5754
ATRNL1,1.3128,0.3626,0.0468,0.0478,0.0071,0.3651,0.1179,0.1145,0.0534,0.0148,0.1026,5.9379,0.0058,0.2179,0.0982,0.0189,0.1135,0.1611,0.0082,5.9736,0.0093,0.3808,0.0114,0.0806,0.0871,0.0802,0.0114,0.0657,0.1191,0.1389,0.3814,0.7277,0.1229,0.0138,0.0367,0.0548,0.8437,0.0653,0.0602,0.0267,0.6703,0.0097,0.0087,0.0122,0.0382,0.3663,0.0081,0.1402,0.0315,0.0765,0.0473,0.1063,0.1804,0.4777,0.0844,0.0246,0.0291,2.7567,0.0069,0.267,0.0593,0.0045,0.1165,0.378,0.0,9.0242,0.0227,0.6721,0.0184,0.3349,0.027,0.0099,0.0215,0.0438,0.024,0.0,0.0043,0.5213,0.0332,0.0769,0.0242,0.006,0.0185,0.0,0.3059,0.0066,0.205,0.065,0.0719,0.011,0.0,0.0549,0.8037,0.0,0.1997,0.026,0.0152,0.3225,0.0854,0.0276,0.0495,0.0114,0.0,0.0206,0.03,0.0,0.073,0.0171,0.03,0.1751,0.2702,0.0783,0.589,1.0204,1.0515,0.0,0.2182,0.0409,0.062,0.0634
BIRC6,4.7803,18.841,19.4342,14.3759,9.6541,21.907,24.6352,14.8277,19.8986,11.7249,16.3659,55.9397,16.9486,16.5396,37.4865,8.8009,8.6922,32.8613,20.5816,126.9074,14.0311,21.131,20.7341,15.5795,13.8525,8.9241,18.5674,7.6967,25.9923,22.2008,23.1582,33.0815,15.8834,19.5377,18.8924,15.525,5.281,14.1762,14.1083,15.5876,22.1347,36.3813,6.3939,16.7329,13.9971,16.9035,17.4499,20.3952,11.7589,17.3407,18.3933,31.1517,19.5513,132.3144,17.4812,17.9995,19.5543,65.5436,22.3447,12.412,11.366,10.581,76.8632,15.9634,14.3827,24.362,23.0588,13.8957,14.9019,23.4738,18.1141,16.6077,11.7454,5.7926,17.4758,24.8983,11.6414,14.6971,8.422,17.7148,12.2507,13.5062,19.9959,16.6025,15.2751,18.5323,10.7602,14.7037,20.5067,18.3553,17.7076,14.6875,19.7204,20.8271,13.9008,18.8929,16.6133,11.4372,12.029,5.205,21.7701,24.188,9.8066,22.7291,8.5478,8.1909,25.9297,9.3858,11.6733,19.9007,23.4266,24.5777,20.8435,43.3561,20.9212,30.641,28.039,12.6087,17.2224,26.9262
